time,LAT,LATU,LOAT,LOATU
1890-01-01,1.836,0.401,13.068,0.157
1890-02-01,2.516,0.373,13.394,0.157
1890-03-01,4.21,0.377,13.891,0.158
1890-04-01,7.739,0.357,14.875,0.153
1890-05-01,10.464,0.373,15.624,0.156
1890-06-01,12.872,0.352,16.25,0.147
1890-07-01,14.034,0.354,16.528,0.153
1890-08-01,13.266,0.352,16.427,0.148
1890-09-01,11.546,0.324,15.842,0.145
1890-10-01,9.178,0.238,15.02,0.135
1890-11-01,5.03,0.273,13.803,0.138
1890-12-01,2.969,0.342,13.367,0.149
1891-01-01,1.678,0.351,13.037,0.155
1891-02-01,1.88,0.398,13.298,0.165
1891-03-01,4.755,0.331,14.191,0.153
1891-04-01,7.618,0.284,14.918,0.147
1891-05-01,10.785,0.388,15.844,0.162
1891-06-01,12.888,0.253,16.297,0.137
1891-07-01,13.93,0.338,16.62,0.155
1891-08-01,13.496,0.365,16.549,0.162
1891-09-01,11.763,0.264,16.07,0.14
1891-10-01,8.722,0.281,15.023,0.147
1891-11-01,5.115,0.353,13.92,0.151
1891-12-01,3.602,0.418,13.559,0.169
1892-01-01,2.018,0.399,13.264,0.162
1892-02-01,2.805,0.326,13.667,0.146
1892-03-01,4.362,0.39,13.979,0.158
1892-04-01,7.562,0.301,14.804,0.149
1892-05-01,10.622,0.36,15.655,0.158
1892-06-01,13.263,0.279,16.303,0.149
1892-07-01,13.89,0.328,16.476,0.157
1892-08-01,13.42,0.353,16.39,0.155
1892-09-01,11.764,0.26,15.998,0.145
1892-10-01,9.29,0.268,15.126,0.147
1892-11-01,4.859,0.331,13.732,0.156
1892-12-01,2.935,0.471,13.196,0.19
1893-01-01,0.5,0.488,12.702,0.186
1893-02-01,1.654,0.365,13.23,0.161
1893-03-01,4.979,0.4,14.111,0.163
1893-04-01,7.994,0.294,14.871,0.147
1893-05-01,10.747,0.365,15.662,0.155
1893-06-01,13.051,0.287,16.382,0.144
1893-07-01,14.318,0.339,16.788,0.155
1893-08-01,13.454,0.367,16.65,0.153
1893-09-01,11.767,0.295,15.932,0.139
1893-10-01,9.16,0.263,15.152,0.139
1893-11-01,5.902,0.281,14.079,0.144
1893-12-01,3.155,0.399,13.388,0.165
1894-01-01,1.691,0.372,13.039,0.159
1894-02-01,2.923,0.354,13.455,0.155
1894-03-01,5.118,0.398,14.08,0.167
1894-04-01,7.663,0.355,14.794,0.156
1894-05-01,10.944,0.293,15.656,0.148
1894-06-01,12.858,0.276,16.226,0.142
1894-07-01,14.004,0.311,16.687,0.156
1894-08-01,13.488,0.364,16.565,0.151
1894-09-01,11.58,0.279,15.927,0.141
1894-10-01,9.125,0.223,15.165,0.134
1894-11-01,5.405,0.282,14.036,0.146
1894-12-01,3.133,0.3,13.347,0.149
1895-01-01,1.295,0.28,13.084,0.14
1895-02-01,2,0.329,13.303,0.153
1895-03-01,4.689,0.318,13.989,0.157
1895-04-01,8.247,0.285,15.005,0.154
1895-05-01,10.867,0.321,15.703,0.158
1895-06-01,13.058,0.266,16.352,0.141
1895-07-01,14.053,0.312,16.716,0.153
1895-08-01,13.489,0.36,16.612,0.151
1895-09-01,11.743,0.294,15.981,0.141
1895-10-01,9.117,0.224,15.151,0.125
1895-11-01,5.744,0.268,14.219,0.138
1895-12-01,3.462,0.334,13.513,0.151
1896-01-01,2.291,0.392,13.366,0.162
1896-02-01,2.707,0.288,13.576,0.146
1896-03-01,4.279,0.302,14.047,0.145
1896-04-01,7.33,0.347,14.895,0.16
1896-05-01,10.893,0.339,15.817,0.16
1896-06-01,13.304,0.267,16.515,0.14
1896-07-01,14.233,0.328,16.866,0.151
1896-08-01,13.624,0.369,16.762,0.157
1896-09-01,11.824,0.277,16.143,0.142
1896-10-01,9.416,0.229,15.27,0.13
1896-11-01,5.366,0.296,14.187,0.141
1896-12-01,3.312,0.272,13.643,0.142
1897-01-01,1.893,0.36,13.312,0.161
1897-02-01,2.429,0.281,13.555,0.145
1897-03-01,4.345,0.29,14.152,0.155
1897-04-01,8.278,0.277,15.217,0.143
1897-05-01,11.377,0.306,16.02,0.145
1897-06-01,13.319,0.355,16.505,0.155
1897-07-01,14.31,0.37,16.783,0.161
1897-08-01,13.668,0.392,16.676,0.161
1897-09-01,11.925,0.254,16.068,0.133
1897-10-01,9.197,0.251,15.168,0.135
1897-11-01,5.608,0.349,14.047,0.153
1897-12-01,3.171,0.281,13.401,0.145
1898-01-01,2.737,0.31,13.396,0.149
1898-02-01,2.354,0.314,13.364,0.149
1898-03-01,3.751,0.271,13.749,0.143
1898-04-01,7.907,0.337,14.868,0.155
1898-05-01,10.835,0.306,15.621,0.144
1898-06-01,13.395,0.421,16.393,0.164
1898-07-01,14.138,0.367,16.627,0.154
1898-08-01,13.579,0.414,16.512,0.161
1898-09-01,11.753,0.322,15.914,0.149
1898-10-01,8.828,0.247,14.915,0.131
1898-11-01,5.452,0.274,13.933,0.139
1898-12-01,3.407,0.325,13.351,0.144
1899-01-01,2.515,0.326,13.306,0.147
1899-02-01,2.38,0.42,13.399,0.167
1899-03-01,4.618,0.293,14.003,0.143
1899-04-01,8.281,0.345,15.026,0.153
1899-05-01,11.023,0.31,15.836,0.143
1899-06-01,12.856,0.29,16.243,0.141
1899-07-01,14.159,0.333,16.689,0.15
1899-08-01,13.777,0.394,16.746,0.157
1899-09-01,12.128,0.282,16.178,0.138
1899-10-01,9.409,0.252,15.287,0.134
1899-11-01,6.605,0.31,14.455,0.144
1899-12-01,3.005,0.342,13.412,0.153
1/1/1900,1.461,0.276,13.142,0.142
2/1/1900,3.098,0.416,13.777,0.173
3/1/1900,5.492,0.261,14.4,0.141
4/1/1900,8.223,0.292,15.17,0.151
5/1/1900,11.385,0.357,15.955,0.159
6/1/1900,13.293,0.282,16.515,0.147
7/1/1900,14.171,0.345,16.785,0.154
8/1/1900,13.816,0.383,16.699,0.159
9/1/1900,11.955,0.293,16.124,0.147
10/1/1900,9.666,0.255,15.373,0.14
11/1/1900,5.804,0.276,14.189,0.137
12/1/1900,3.655,0.341,13.598,0.153
1/1/1901,2.191,0.291,13.29,0.141
2/1/1901,3.092,0.418,13.66,0.163
3/1/1901,5.671,0.251,14.383,0.138
4/1/1901,8.522,0.326,15.22,0.151
5/1/1901,11.178,0.339,15.936,0.154
6/1/1901,13.423,0.283,16.441,0.145
7/1/1901,14.339,0.35,16.718,0.158
8/1/1901,13.789,0.343,16.663,0.148
9/1/1901,11.984,0.305,16.001,0.14
10/1/1901,9.003,0.239,15.087,0.138
11/1/1901,5.976,0.263,14.101,0.137
12/1/1901,3.335,0.267,13.38,0.136
1/1/1902,2.684,0.256,13.302,0.13
2/1/1902,3.606,0.354,13.691,0.148
3/1/1902,4.883,0.228,14.1,0.127
4/1/1902,7.956,0.321,14.958,0.141
5/1/1902,10.893,0.341,15.719,0.145
6/1/1902,13.214,0.264,16.284,0.129
7/1/1902,14.231,0.356,16.69,0.145
8/1/1902,13.599,0.357,16.591,0.144
9/1/1902,11.799,0.289,16.032,0.134
10/1/1902,8.801,0.21,14.991,0.121
11/1/1902,5.274,0.267,13.902,0.128
12/1/1902,2.713,0.27,13.24,0.134
1/1/1903,2.514,0.224,13.275,0.128
2/1/1903,3.555,0.247,13.668,0.132
3/1/1903,4.93,0.212,14.05,0.124
4/1/1903,7.832,0.292,14.801,0.136
5/1/1903,10.794,0.305,15.645,0.139
6/1/1903,12.886,0.268,16.161,0.127
7/1/1903,13.992,0.366,16.496,0.146
8/1/1903,13.412,0.377,16.304,0.146
9/1/1903,11.501,0.36,15.771,0.145
10/1/1903,8.812,0.202,14.835,0.118
11/1/1903,5.516,0.268,13.828,0.132
12/1/1903,2.898,0.359,13.205,0.145
1/1/1904,1.637,0.387,12.957,0.152
2/1/1904,2.297,0.348,13.154,0.147
3/1/1904,4.506,0.268,13.859,0.133
4/1/1904,7.684,0.284,14.755,0.137
5/1/1904,10.84,0.287,15.573,0.133
6/1/1904,13.014,0.248,16.207,0.128
7/1/1904,13.836,0.296,16.525,0.134
8/1/1904,13.459,0.327,16.403,0.137
9/1/1904,11.381,0.265,15.768,0.129
10/1/1904,8.833,0.212,14.947,0.118
11/1/1904,6.23,0.224,14.144,0.119
12/1/1904,3.374,0.291,13.433,0.13
1/1/1905,2.254,0.345,13.205,0.14
2/1/1905,1.927,0.303,13.206,0.137
3/1/1905,4.635,0.235,14.035,0.125
4/1/1905,7.755,0.255,14.857,0.128
5/1/1905,10.982,0.28,15.788,0.131
6/1/1905,13.112,0.264,16.379,0.125
7/1/1905,14.077,0.307,16.651,0.133
8/1/1905,13.578,0.327,16.558,0.134
9/1/1905,11.804,0.252,16.004,0.123
10/1/1905,9.041,0.239,15.091,0.122
11/1/1905,6.183,0.282,14.232,0.127
12/1/1905,3.354,0.256,13.45,0.123
1/1/1906,2.068,0.313,13.25,0.137
2/1/1906,2.301,0.323,13.502,0.135
3/1/1906,4.866,0.2,14.245,0.117
4/1/1906,8.626,0.242,15.23,0.122
5/1/1906,11.24,0.29,15.769,0.132
6/1/1906,13.334,0.289,16.436,0.127
7/1/1906,14.122,0.323,16.662,0.137
8/1/1906,13.691,0.34,16.593,0.134
9/1/1906,11.772,0.237,15.95,0.122
10/1/1906,9.267,0.182,15.152,0.116
11/1/1906,5.501,0.192,14.054,0.116
12/1/1906,3.761,0.368,13.54,0.148
1/1/1907,1.798,0.274,13.108,0.128
2/1/1907,2.117,0.268,13.257,0.129
3/1/1907,4.575,0.209,14.15,0.123
4/1/1907,7.579,0.263,14.918,0.133
5/1/1907,10.375,0.28,15.602,0.132
6/1/1907,12.729,0.267,16.253,0.13
7/1/1907,13.769,0.307,16.596,0.133
8/1/1907,13.362,0.326,16.456,0.132
9/1/1907,11.665,0.243,15.902,0.119
10/1/1907,9.234,0.191,15.159,0.115
11/1/1907,5.207,0.207,13.872,0.115
12/1/1907,2.956,0.251,13.225,0.121
1/1/1908,2.304,0.252,13.16,0.123
2/1/1908,2.769,0.269,13.441,0.124
3/1/1908,4.136,0.317,13.783,0.137
4/1/1908,7.832,0.295,14.801,0.129
5/1/1908,11.141,0.285,15.757,0.13
6/1/1908,13.293,0.248,16.289,0.119
7/1/1908,14.197,0.303,16.618,0.129
8/1/1908,13.376,0.336,16.365,0.134
9/1/1908,11.977,0.252,15.93,0.119
10/1/1908,8.865,0.209,14.883,0.112
11/1/1908,5.272,0.221,13.842,0.116
12/1/1908,3.071,0.31,13.189,0.129
1/1/1909,1.395,0.314,12.839,0.132
2/1/1909,2.706,0.273,13.35,0.125
3/1/1909,4.589,0.249,13.852,0.122
4/1/1909,7.534,0.269,14.719,0.122
5/1/1909,10.611,0.3,15.6,0.127
6/1/1909,12.962,0.232,16.191,0.114
7/1/1909,14.06,0.299,16.437,0.123
8/1/1909,13.752,0.319,16.496,0.126
9/1/1909,11.879,0.237,15.849,0.112
10/1/1909,9.192,0.178,14.941,0.102
11/1/1909,6.236,0.205,13.993,0.108
12/1/1909,3.223,0.278,13.217,0.121
1/1/1910,2.333,0.24,13.139,0.114
2/1/1910,2.779,0.273,13.317,0.122
3/1/1910,4.606,0.213,13.872,0.112
4/1/1910,8.105,0.252,14.845,0.12
5/1/1910,11.005,0.31,15.712,0.128
6/1/1910,13.151,0.232,16.264,0.11
7/1/1910,14.279,0.322,16.543,0.13
8/1/1910,13.677,0.321,16.477,0.126
9/1/1910,11.733,0.243,15.875,0.112
10/1/1910,9.006,0.203,15.019,0.105
11/1/1910,5.318,0.223,13.75,0.109
12/1/1910,2.684,0.289,13.016,0.123
1/1/1911,1.66,0.33,12.908,0.128
2/1/1911,2.453,0.214,13.164,0.107
3/1/1911,4.347,0.199,13.752,0.108
4/1/1911,7.99,0.248,14.716,0.115
5/1/1911,10.829,0.279,15.497,0.119
6/1/1911,13.009,0.231,16.108,0.108
7/1/1911,14.082,0.292,16.431,0.122
8/1/1911,13.499,0.329,16.387,0.126
9/1/1911,11.638,0.233,15.799,0.118
10/1/1911,9.263,0.193,15.063,0.108
11/1/1911,5.964,0.184,14.062,0.108
12/1/1911,3.39,0.242,13.425,0.115
1/1/1912,2.402,0.309,13.249,0.125
2/1/1912,3.354,0.251,13.595,0.115
3/1/1912,4.356,0.226,13.995,0.115
4/1/1912,8.229,0.262,15.065,0.118
5/1/1912,11.254,0.308,15.813,0.126
6/1/1912,13.435,0.25,16.397,0.113
7/1/1912,13.723,0.293,16.509,0.12
8/1/1912,13.053,0.318,16.309,0.125
9/1/1912,11.222,0.252,15.685,0.117
10/1/1912,8.367,0.201,14.751,0.108
11/1/1912,5.521,0.188,13.928,0.107
12/1/1912,3.069,0.243,13.23,0.114
1/1/1913,2.083,0.295,13.066,0.122
2/1/1913,2.376,0.295,13.344,0.122
3/1/1913,4.517,0.219,13.953,0.11
4/1/1913,8.023,0.246,14.957,0.117
5/1/1913,10.745,0.288,15.679,0.123
6/1/1913,13.005,0.266,16.216,0.117
7/1/1913,14.137,0.298,16.552,0.122
8/1/1913,13.724,0.325,16.496,0.126
9/1/1913,11.759,0.237,15.867,0.111
10/1/1913,9.077,0.194,15.028,0.104
11/1/1913,6.024,0.213,14.123,0.111
12/1/1913,4.103,0.271,13.624,0.12
1/1/1914,3.376,0.307,13.545,0.128
2/1/1914,3.2,0.225,13.576,0.111
3/1/1914,4.942,0.221,14.103,0.116
4/1/1914,8.098,0.244,15.018,0.119
5/1/1914,11.285,0.284,15.857,0.127
6/1/1914,13.496,0.233,16.421,0.114
7/1/1914,14.298,0.307,16.653,0.131
8/1/1914,13.73,0.318,16.692,0.132
9/1/1914,11.915,0.23,16.075,0.137
10/1/1914,9.387,0.183,15.223,0.124
11/1/1914,5.759,0.195,14.155,0.125
12/1/1914,3.6,0.276,13.597,0.139
1/1/1915,2.299,0.246,13.32,0.134
2/1/1915,3.265,0.261,13.675,0.137
3/1/1915,5.143,0.209,14.32,0.131
4/1/1915,8.705,0.251,15.292,0.135
5/1/1915,11.493,0.286,16.067,0.138
6/1/1915,13.3,0.249,16.445,0.133
7/1/1915,14.443,0.295,16.817,0.145
8/1/1915,13.77,0.326,16.802,0.144
9/1/1915,11.867,0.259,16.102,0.135
10/1/1915,8.984,0.19,15.093,0.125
11/1/1915,6.216,0.185,14.254,0.127
12/1/1915,3.633,0.197,13.538,0.127
1/1/1916,2.616,0.242,13.294,0.134
2/1/1916,2.957,0.264,13.581,0.134
3/1/1916,4.846,0.307,14.121,0.142
4/1/1916,8.047,0.257,14.975,0.134
5/1/1916,10.972,0.294,15.779,0.139
6/1/1916,12.942,0.232,16.29,0.126
7/1/1916,14.052,0.301,16.599,0.145
8/1/1916,13.58,0.323,16.511,0.142
9/1/1916,11.726,0.247,15.927,0.132
10/1/1916,9.053,0.218,14.919,0.128
11/1/1916,5.596,0.214,13.814,0.131
12/1/1916,2.316,0.226,13.006,0.131
1/1/1917,2.133,0.252,12.84,0.138
2/1/1917,2.36,0.314,13.099,0.151
3/1/1917,4.488,0.231,13.801,0.136
4/1/1917,7.855,0.272,14.815,0.142
5/1/1917,10.443,0.294,15.537,0.143
6/1/1917,12.915,0.243,16.239,0.132
7/1/1917,14.259,0.296,16.706,0.144
8/1/1917,13.471,0.319,16.58,0.149
9/1/1917,11.745,0.242,16.058,0.142
10/1/1917,8.544,0.173,14.942,0.126
11/1/1917,5.82,0.226,14.002,0.138
12/1/1917,2.247,0.266,13.098,0.145
1/1/1918,1.934,0.251,13.129,0.141
2/1/1918,2.455,0.342,13.312,0.156
3/1/1918,4.811,0.257,14.034,0.147
4/1/1918,7.644,0.258,14.794,0.148
5/1/1918,10.54,0.304,15.733,0.156
6/1/1918,12.908,0.242,16.306,0.14
7/1/1918,14.002,0.301,16.596,0.149
8/1/1918,13.431,0.329,16.552,0.147
9/1/1918,11.881,0.256,16.074,0.147
10/1/1918,9.433,0.209,15.252,0.144
11/1/1918,5.683,0.225,14.297,0.148
12/1/1918,2.848,0.245,13.439,0.155
1/1/1919,2.184,0.252,13.309,0.152
2/1/1919,2.852,0.285,13.678,0.151
3/1/1919,4.743,0.27,14.22,0.148
4/1/1919,8.487,0.292,15.253,0.15
5/1/1919,10.969,0.286,15.847,0.14
6/1/1919,13.228,0.241,16.375,0.132
7/1/1919,14.274,0.299,16.582,0.144
8/1/1919,13.786,0.335,16.498,0.153
9/1/1919,11.99,0.25,16.025,0.141
10/1/1919,9.361,0.216,15.117,0.129
11/1/1919,5.489,0.23,13.914,0.136
12/1/1919,3.224,0.245,13.263,0.138
1/1/1920,2.841,0.25,13.257,0.137
2/1/1920,2.755,0.268,13.347,0.136
3/1/1920,5.227,0.231,14.25,0.138
4/1/1920,8.293,0.272,15.079,0.145
5/1/1920,11.131,0.31,15.855,0.141
6/1/1920,13.105,0.245,16.415,0.131
7/1/1920,14.245,0.305,16.693,0.143
8/1/1920,13.698,0.343,16.626,0.143
9/1/1920,11.794,0.258,16.117,0.133
10/1/1920,9.021,0.212,15.206,0.125
11/1/1920,5.566,0.229,14.159,0.128
12/1/1920,2.629,0.229,13.311,0.127
1/1/1921,2.98,0.32,13.439,0.146
2/1/1921,3.125,0.236,13.622,0.129
3/1/1921,5.081,0.276,14.128,0.137
4/1/1921,8.324,0.262,15.005,0.129
5/1/1921,11.245,0.282,15.826,0.129
6/1/1921,13.44,0.239,16.49,0.122
7/1/1921,14.436,0.302,16.783,0.136
8/1/1921,13.561,0.326,16.618,0.137
9/1/1921,11.869,0.24,16.166,0.125
10/1/1921,9.264,0.188,15.285,0.117
11/1/1921,5.864,0.198,14.236,0.12
12/1/1921,3.663,0.213,13.627,0.123
1/1/1922,2.15,0.214,13.177,0.121
2/1/1922,2.376,0.271,13.453,0.128
3/1/1922,5.156,0.223,14.245,0.121
4/1/1922,8.38,0.276,15.168,0.127
5/1/1922,11.097,0.285,15.778,0.13
6/1/1922,13.331,0.241,16.406,0.117
7/1/1922,14.278,0.306,16.745,0.13
8/1/1922,13.584,0.333,16.532,0.134
9/1/1922,11.775,0.255,15.981,0.121
10/1/1922,9.056,0.219,15.043,0.12
11/1/1922,6.046,0.246,14.117,0.121
12/1/1922,3.667,0.234,13.503,0.119
1/1/1923,2.487,0.276,13.24,0.127
2/1/1923,2.563,0.262,13.358,0.124
3/1/1923,4.866,0.226,14.049,0.122
4/1/1923,7.749,0.24,14.959,0.122
5/1/1923,10.849,0.292,15.724,0.128
6/1/1923,13.296,0.259,16.452,0.12
7/1/1923,13.984,0.3,16.628,0.129
8/1/1923,13.611,0.34,16.54,0.137
9/1/1923,11.883,0.256,15.992,0.12
10/1/1923,9.52,0.191,15.249,0.112
11/1/1923,6.378,0.179,14.404,0.112
12/1/1923,3.88,0.216,13.739,0.119
1/1/1924,2.339,0.29,13.303,0.134
2/1/1924,2.888,0.288,13.585,0.127
3/1/1924,5.352,0.208,14.325,0.119
4/1/1924,7.97,0.267,15.081,0.127
5/1/1924,11.188,0.298,15.918,0.127
6/1/1924,13.342,0.241,16.461,0.116
7/1/1924,14.304,0.307,16.724,0.131
8/1/1924,13.654,0.326,16.556,0.134
9/1/1924,11.957,0.232,16.003,0.122
10/1/1924,9.203,0.182,15.042,0.117
11/1/1924,6.4,0.2,14.132,0.116
12/1/1924,3.485,0.243,13.342,0.124
1/1/1925,2.268,0.228,13.157,0.125
2/1/1925,2.701,0.236,13.361,0.121
3/1/1925,5.126,0.224,14.155,0.124
4/1/1925,8.442,0.244,15.011,0.124
5/1/1925,11.039,0.286,15.855,0.13
6/1/1925,13.089,0.22,16.413,0.116
7/1/1925,14.066,0.3,16.74,0.129
8/1/1925,13.769,0.32,16.716,0.135
9/1/1925,11.979,0.235,16.14,0.126
10/1/1925,9.196,0.193,15.221,0.117
11/1/1925,6.34,0.196,14.418,0.118
12/1/1925,4.398,0.207,13.897,0.122
1/1/1926,3.453,0.258,13.739,0.128
2/1/1926,3.717,0.211,13.842,0.115
3/1/1926,5.831,0.178,14.536,0.116
4/1/1926,8.193,0.259,15.214,0.127
5/1/1926,10.931,0.295,15.932,0.129
6/1/1926,13.285,0.231,16.581,0.117
7/1/1926,14.168,0.287,16.766,0.13
8/1/1926,13.877,0.321,16.8,0.135
9/1/1926,12.075,0.242,16.222,0.12
10/1/1926,9.55,0.2,15.372,0.115
11/1/1926,6.3,0.208,14.351,0.116
12/1/1926,3.366,0.222,13.538,0.121
1/1/1927,2.372,0.268,13.323,0.13
2/1/1927,3.039,0.244,13.65,0.12
3/1/1927,4.668,0.223,14.084,0.121
4/1/1927,8.035,0.239,15.045,0.118
5/1/1927,11.104,0.297,15.873,0.127
6/1/1927,13.272,0.23,16.444,0.114
7/1/1927,14.323,0.302,16.812,0.13
8/1/1927,13.698,0.34,16.742,0.136
9/1/1927,12.254,0.24,16.224,0.119
10/1/1927,9.887,0.2,15.435,0.112
11/1/1927,6.346,0.192,14.342,0.113
12/1/1927,3.267,0.212,13.493,0.12
1/1/1928,3.046,0.211,13.637,0.121
2/1/1928,3.333,0.241,13.722,0.123
3/1/1928,4.959,0.191,14.229,0.119
4/1/1928,8.244,0.276,15.126,0.127
5/1/1928,11.169,0.321,15.88,0.134
6/1/1928,13.113,0.238,16.355,0.119
7/1/1928,14.31,0.297,16.796,0.128
8/1/1928,13.687,0.327,16.7,0.133
9/1/1928,12.03,0.235,16.066,0.12
10/1/1928,9.486,0.193,15.232,0.112
11/1/1928,6.336,0.231,14.276,0.122
12/1/1928,3.873,0.222,13.568,0.122
1/1/1929,2.054,0.289,13.137,0.134
2/1/1929,2.172,0.229,13.241,0.12
3/1/1929,5.099,0.191,14.079,0.121
4/1/1929,8.094,0.265,14.987,0.126
5/1/1929,10.915,0.294,15.716,0.128
6/1/1929,12.928,0.232,16.328,0.117
7/1/1929,13.957,0.314,16.59,0.134
8/1/1929,13.68,0.33,16.671,0.138
9/1/1929,11.807,0.255,16.092,0.126
10/1/1929,9.46,0.195,15.248,0.113
11/1/1929,6.172,0.207,14.313,0.118
12/1/1929,2.571,0.22,13.207,0.121
1/1/1930,2.401,0.226,13.26,0.13
2/1/1930,3.152,0.236,13.54,0.126
3/1/1930,5.483,0.191,14.326,0.127
4/1/1930,8.182,0.242,15.081,0.124
5/1/1930,11.105,0.292,15.911,0.131
6/1/1930,13.347,0.231,16.473,0.122
7/1/1930,14.465,0.301,16.854,0.137
8/1/1930,13.928,0.327,16.791,0.146
9/1/1930,11.874,0.247,16.25,0.131
10/1/1930,9.261,0.187,15.355,0.121
11/1/1930,6.574,0.202,14.505,0.128
12/1/1930,3.831,0.194,13.724,0.124
1/1/1931,2.761,0.225,13.529,0.13
2/1/1931,2.708,0.224,13.621,0.125
3/1/1931,5.22,0.186,14.347,0.126
4/1/1931,8.163,0.234,15.116,0.126
5/1/1931,11.02,0.281,15.872,0.129
6/1/1931,13.573,0.24,16.63,0.126
7/1/1931,14.576,0.302,16.967,0.138
8/1/1931,14.12,0.33,16.887,0.145
