time,LAT,LATU,LOAT,LOATU
10/1/1973,9.609,0.064,15.419,0.053
11/1/1973,6.222,0.083,14.381,0.05
12/1/1973,3.832,0.082,13.711,0.051
1/1/1974,2.261,0.096,13.3,0.052
2/1/1974,2.582,0.127,13.49,0.057
3/1/1974,5.19,0.114,14.267,0.054
4/1/1974,8.386,0.091,15.182,0.053
5/1/1974,11.198,0.087,15.957,0.053
6/1/1974,13.382,0.131,16.616,0.063
7/1/1974,14.288,0.059,16.846,0.053
8/1/1974,14.016,0.105,16.912,0.06
9/1/1974,11.744,0.135,16.197,0.065
10/1/1974,9.098,0.059,15.274,0.051
11/1/1974,5.915,0.123,14.32,0.057
12/1/1974,3.55,0.127,13.656,0.057
1/1/1975,3.059,0.078,13.621,0.051
2/1/1975,3.395,0.107,13.857,0.053
3/1/1975,5.706,0.07,14.538,0.048
4/1/1975,8.584,0.066,15.297,0.049
5/1/1975,11.742,0.087,16.136,0.054
6/1/1975,13.557,0.109,16.682,0.057
7/1/1975,14.351,0.096,16.877,0.059
8/1/1975,13.514,0.219,16.665,0.079
9/1/1975,12.152,0.127,16.216,0.061
10/1/1975,9.318,0.064,15.292,0.053
11/1/1975,5.893,0.056,14.126,0.049
12/1/1975,3.667,0.086,13.557,0.051
1/1/1976,2.884,0.068,13.442,0.05
2/1/1976,3.031,0.069,13.619,0.05
3/1/1976,4.517,0.06,14.124,0.049
4/1/1976,8.294,0.086,15.135,0.053
5/1/1976,10.942,0.163,15.778,0.067
6/1/1976,13.086,0.103,16.448,0.06
7/1/1976,14.155,0.18,16.864,0.073
8/1/1976,13.511,0.17,16.671,0.072
9/1/1976,11.895,0.053,16.185,0.056
10/1/1976,8.511,0.111,15.167,0.059
11/1/1976,5.66,0.062,14.299,0.05
12/1/1976,3.681,0.082,13.841,0.05
1/1/1977,2.492,0.087,13.647,0.05
2/1/1977,3.471,0.12,14.001,0.056
3/1/1977,5.702,0.11,14.639,0.055
4/1/1977,8.85,0.064,15.47,0.049
5/1/1977,11.78,0.133,16.286,0.061
6/1/1977,13.876,0.11,16.846,0.056
7/1/1977,14.631,0.111,17.047,0.06
8/1/1977,14.09,0.078,16.979,0.053
9/1/1977,11.862,0.065,16.312,0.054
10/1/1977,9.156,0.041,15.387,0.049
11/1/1977,6.544,0.062,14.544,0.048
12/1/1977,3.749,0.035,13.741,0.045
1/1/1978,2.705,0.095,13.587,0.054
2/1/1978,3.456,0.137,13.904,0.06
3/1/1978,5.607,0.097,14.555,0.052
4/1/1978,8.791,0.088,15.372,0.05
5/1/1978,11.414,0.139,16.101,0.061
6/1/1978,13.22,0.106,16.601,0.057
7/1/1978,14.364,0.158,16.935,0.067
8/1/1978,13.297,0.099,16.623,0.056
9/1/1978,12.03,0.096,16.281,0.058
10/1/1978,9.339,0.082,15.337,0.054
11/1/1978,6.35,0.081,14.522,0.05
12/1/1978,3.74,0.068,13.793,0.047
1/1/1979,2.679,0.083,13.63,0.048
2/1/1979,2.841,0.089,13.768,0.047
3/1/1979,5.474,0.102,14.565,0.051
4/1/1979,8.455,0.078,15.391,0.046
5/1/1979,11.199,0.149,16.076,0.058
6/1/1979,13.487,0.067,16.772,0.043
7/1/1979,14.114,0.054,16.992,0.042
8/1/1979,13.833,0.087,16.978,0.046
9/1/1979,12.247,0.091,16.45,0.048
10/1/1979,9.586,0.09,15.557,0.049
11/1/1979,6.286,0.079,14.609,0.047
12/1/1979,4.6,0.068,14.182,0.045
1/1/1980,2.956,0.087,13.812,0.049
2/1/1980,3.652,0.099,14.112,0.05
3/1/1980,5.367,0.103,14.646,0.052
4/1/1980,8.935,0.106,15.578,0.052
5/1/1980,11.77,0.089,16.314,0.05
6/1/1980,13.582,0.134,16.806,0.058
7/1/1980,14.742,0.144,17.171,0.06
8/1/1980,14.189,0.221,17.049,0.077
9/1/1980,12.321,0.08,16.427,0.051
10/1/1980,9.55,0.064,15.45,0.048
11/1/1980,6.684,0.094,14.645,0.051
12/1/1980,4.016,0.059,13.892,0.046
1/1/1981,3.785,0.121,13.963,0.055
2/1/1981,4.021,0.139,14.073,0.059
3/1/1981,6.239,0.035,14.769,0.045
4/1/1981,8.953,0.08,15.432,0.05
5/1/1981,11.565,0.084,16.198,0.049
6/1/1981,13.765,0.122,16.932,0.058
7/1/1981,14.738,0.082,17.217,0.054
8/1/1981,14.502,0.099,17.123,0.055
9/1/1981,12.236,0.118,16.466,0.058
10/1/1981,9.394,0.059,15.453,0.05
11/1/1981,6.273,0.058,14.47,0.047
12/1/1981,4.519,0.05,14.098,0.048
1/1/1982,2.558,0.08,13.587,0.053
2/1/1982,3.281,0.077,13.852,0.053
3/1/1982,4.873,0.087,14.337,0.054
4/1/1982,8.465,0.093,15.33,0.054
5/1/1982,11.348,0.09,16.144,0.054
6/1/1982,13.245,0.071,16.625,0.053
7/1/1982,14.545,0.073,17,0.058
8/1/1982,13.796,0.067,16.867,0.054
9/1/1982,12.039,0.067,16.354,0.055
10/1/1982,9.232,0.066,15.493,0.054
11/1/1982,5.961,0.111,14.446,0.057
12/1/1982,4.327,0.11,14.068,0.058
1/1/1983,3.445,0.115,13.979,0.057
2/1/1983,3.814,0.173,14.169,0.068
3/1/1983,5.699,0.09,14.683,0.053
4/1/1983,8.693,0.05,15.468,0.048
5/1/1983,11.729,0.106,16.34,0.056
6/1/1983,13.478,0.124,16.786,0.061
7/1/1983,14.408,0.07,17.068,0.054
8/1/1983,14.302,0.061,17.145,0.052
9/1/1983,12.698,0.098,16.573,0.059
10/1/1983,9.478,0.096,15.498,0.058
11/1/1983,6.765,0.091,14.648,0.054
12/1/1983,3.829,0.054,13.886,0.05
1/1/1984,2.941,0.081,13.701,0.052
2/1/1984,3.093,0.101,13.878,0.056
3/1/1984,5.671,0.084,14.608,0.056
4/1/1984,8.432,0.163,15.37,0.068
5/1/1984,11.976,0.061,16.295,0.052
6/1/1984,13.387,0.191,16.668,0.073
7/1/1984,14.429,0.137,16.961,0.063
8/1/1984,13.984,0.085,16.972,0.054
9/1/1984,12.015,0.074,16.385,0.053
10/1/1984,9.378,0.082,15.368,0.054
11/1/1984,5.811,0.106,14.32,0.055
12/1/1984,3.185,0.066,13.604,0.05
1/1/1985,3.01,0.082,13.678,0.052
2/1/1985,2.704,0.085,13.731,0.051
3/1/1985,5.451,0.06,14.526,0.05
4/1/1985,8.633,0.085,15.356,0.054
5/1/1985,11.426,0.066,16.136,0.05
6/1/1985,13.569,0.187,16.713,0.07
7/1/1985,13.973,0.087,16.906,0.051
8/1/1985,14.059,0.087,17.013,0.05
9/1/1985,11.98,0.08,16.357,0.054
10/1/1985,9.338,0.089,15.476,0.054
11/1/1985,5.968,0.104,14.388,0.055
12/1/1985,3.785,0.107,13.808,0.056
1/1/1986,3.315,0.117,13.724,0.057
2/1/1986,3.991,0.113,14.084,0.056
3/1/1986,5.755,0.048,14.608,0.049
4/1/1986,8.871,0.086,15.452,0.054
5/1/1986,11.581,0.066,16.163,0.049
6/1/1986,13.439,0.06,16.696,0.05
7/1/1986,14.293,0.06,16.991,0.05
8/1/1986,13.972,0.059,16.938,0.05
9/1/1986,11.817,0.143,16.285,0.063
10/1/1986,9.299,0.096,15.455,0.054
11/1/1986,5.919,0.1,14.407,0.055
12/1/1986,3.751,0.072,13.805,0.052
1/1/1987,3.139,0.115,13.758,0.058
2/1/1987,4.134,0.091,14.161,0.053
3/1/1987,5.245,0.076,14.538,0.051
4/1/1987,8.595,0.078,15.447,0.052
5/1/1987,11.525,0.065,16.252,0.051
6/1/1987,13.927,0.068,16.9,0.051
7/1/1987,14.89,0.144,17.296,0.063
8/1/1987,13.896,0.127,17.061,0.06
9/1/1987,12.447,0.075,16.569,0.053
10/1/1987,9.59,0.077,15.621,0.051
11/1/1987,6.056,0.052,14.561,0.049
12/1/1987,4.489,0.054,14.13,0.048
1/1/1988,3.454,0.07,13.978,0.052
2/1/1988,3.422,0.095,14.064,0.052
3/1/1988,5.931,0.085,14.778,0.054
4/1/1988,8.992,0.066,15.593,0.051
5/1/1988,11.852,0.091,16.348,0.054
6/1/1988,14.099,0.098,16.976,0.057
7/1/1988,14.798,0.068,17.179,0.051
8/1/1988,14.553,0.122,17.173,0.059
9/1/1988,12.681,0.072,16.553,0.053
10/1/1988,9.979,0.062,15.639,0.052
11/1/1988,6.295,0.074,14.465,0.052
12/1/1988,4.363,0.058,13.923,0.052
1/1/1989,2.71,0.108,13.566,0.058
2/1/1989,3.627,0.095,13.978,0.055
3/1/1989,5.792,0.099,14.607,0.057
4/1/1989,8.689,0.104,15.422,0.057
5/1/1989,11.28,0.094,16.121,0.056
6/1/1989,13.447,0.126,16.725,0.063
7/1/1989,14.612,0.084,17.15,0.058
8/1/1989,14.135,0.064,17.051,0.052
9/1/1989,12.403,0.101,16.5,0.059
10/1/1989,9.76,0.061,15.597,0.051
11/1/1989,6.179,0.06,14.524,0.052
12/1/1989,4.43,0.06,14.058,0.053
1/1/1990,3.243,0.09,13.891,0.057
2/1/1990,3.643,0.087,14.143,0.056
3/1/1990,6.73,0.099,15.005,0.058
4/1/1990,9.169,0.059,15.683,0.052
5/1/1990,11.831,0.071,16.397,0.054
6/1/1990,13.893,0.087,16.995,0.054
7/1/1990,14.784,0.14,17.246,0.065
8/1/1990,14.095,0.05,17.11,0.054
9/1/1990,12.195,0.106,16.465,0.063
10/1/1990,9.882,0.036,15.747,0.053
11/1/1990,6.92,0.132,14.77,0.065
12/1/1990,4.425,0.079,14.1,0.056
1/1/1991,3.195,0.066,13.859,0.056
2/1/1991,4.044,0.087,14.201,0.057
3/1/1991,5.574,0.076,14.689,0.056
4/1/1991,9.226,0.04,15.716,0.055
5/1/1991,11.616,0.062,16.37,0.054
6/1/1991,14.263,0.074,17.052,0.057
7/1/1991,14.987,0.055,17.348,0.053
8/1/1991,14.319,0.057,17.163,0.055
9/1/1991,12.677,0.053,16.572,0.056
10/1/1991,9.753,0.064,15.619,0.055
11/1/1991,6.44,0.07,14.607,0.055
12/1/1991,4.059,0.041,13.98,0.052
1/1/1992,3.579,0.084,13.961,0.058
2/1/1992,3.931,0.148,14.181,0.067
3/1/1992,5.952,0.069,14.771,0.056
4/1/1992,8.572,0.061,15.51,0.055
5/1/1992,11.535,0.073,16.319,0.059
6/1/1992,13.576,0.066,16.886,0.058
7/1/1992,14.139,0.081,17.001,0.057
8/1/1992,13.766,0.084,16.9,0.057
9/1/1992,11.672,0.049,16.243,0.053
10/1/1992,9.353,0.047,15.419,0.054
11/1/1992,5.889,0.083,14.343,0.056
12/1/1992,4.075,0.155,13.902,0.068
1/1/1993,3.301,0.096,13.896,0.062
2/1/1993,3.745,0.097,14.085,0.06
3/1/1993,5.923,0.094,14.725,0.061
4/1/1993,8.69,0.046,15.482,0.055
5/1/1993,11.475,0.056,16.231,0.056
6/1/1993,13.518,0.075,16.859,0.058
7/1/1993,14.595,0.11,17.155,0.062
8/1/1993,13.835,0.065,16.926,0.058
9/1/1993,11.93,0.102,16.381,0.062
10/1/1993,9.614,0.064,15.543,0.058
11/1/1993,5.738,0.09,14.41,0.059
12/1/1993,4.035,0.081,13.904,0.059
1/1/1994,3.024,0.063,13.731,0.057
2/1/1994,2.81,0.105,13.773,0.062
3/1/1994,5.731,0.071,14.713,0.058
4/1/1994,9.018,0.044,15.584,0.057
5/1/1994,11.684,0.08,16.348,0.06
6/1/1994,14.144,0.087,17.021,0.061
7/1/1994,14.658,0.076,17.183,0.059
8/1/1994,13.977,0.051,17.036,0.055
9/1/1994,12.516,0.068,16.498,0.058
10/1/1994,10.002,0.077,15.743,0.06
11/1/1994,6.788,0.064,14.754,0.056
12/1/1994,4.113,0.065,14.036,0.06
1/1/1995,3.54,0.057,13.945,0.06
2/1/1995,4.656,0.083,14.388,0.062
3/1/1995,5.956,0.077,14.783,0.061
4/1/1995,8.972,0.078,15.587,0.061
5/1/1995,11.57,0.063,16.279,0.057
6/1/1995,14.164,0.088,17.008,0.061
7/1/1995,15.116,0.079,17.375,0.061
8/1/1995,14.636,0.088,17.297,0.061
9/1/1995,12.565,0.087,16.58,0.06
10/1/1995,10.106,0.086,15.748,0.062
11/1/1995,6.761,0.087,14.713,0.06
12/1/1995,4.123,0.044,13.951,0.059
1/1/1996,2.862,0.088,13.721,0.059
2/1/1996,4.012,0.118,14.207,0.064
3/1/1996,5.524,0.085,14.658,0.059
4/1/1996,8.679,0.073,15.541,0.057
5/1/1996,11.588,0.106,16.272,0.063
6/1/1996,13.681,0.091,16.847,0.058
7/1/1996,14.827,0.097,17.22,0.061
8/1/1996,14.603,0.073,17.21,0.059
9/1/1996,12.294,0.053,16.444,0.056
10/1/1996,9.525,0.097,15.516,0.061
11/1/1996,6.547,0.078,14.607,0.059
12/1/1996,4.325,0.058,14.053,0.058
1/1/1997,3.165,0.083,13.818,0.058
2/1/1997,3.766,0.093,14.178,0.059
3/1/1997,6.012,0.139,14.873,0.068
4/1/1997,8.891,0.054,15.634,0.055
5/1/1997,11.593,0.072,16.388,0.056
6/1/1997,14.131,0.066,17.158,0.056
7/1/1997,14.565,0.132,17.307,0.065
8/1/1997,14.256,0.091,17.266,0.059
9/1/1997,12.685,0.105,16.766,0.061
10/1/1997,10.109,0.07,15.935,0.056
11/1/1997,6.841,0.096,14.952,0.06
12/1/1997,4.417,0.062,14.291,0.057
1/1/1998,3.352,0.076,14.063,0.063
2/1/1998,4.826,0.106,14.611,0.066
3/1/1998,6.023,0.082,14.958,0.065
4/1/1998,9.358,0.05,15.884,0.062
5/1/1998,12.291,0.083,16.671,0.062
6/1/1998,14.521,0.114,17.289,0.066
7/1/1998,15.34,0.074,17.609,0.062
8/1/1998,14.874,0.074,17.491,0.062
9/1/1998,12.673,0.047,16.657,0.061
10/1/1998,9.941,0.055,15.768,0.064
11/1/1998,6.404,0.081,14.697,0.062
12/1/1998,4.669,0.045,14.214,0.061
1/1/1999,3.544,0.07,13.933,0.063
2/1/1999,4.694,0.089,14.367,0.065
3/1/1999,5.53,0.102,14.676,0.069
4/1/1999,8.838,0.064,15.572,0.064
5/1/1999,11.706,0.045,16.298,0.061
6/1/1999,14.031,0.072,16.957,0.062
7/1/1999,14.853,0.101,17.218,0.064
8/1/1999,14.348,0.089,17.1,0.063
9/1/1999,12.723,0.056,16.605,0.059
10/1/1999,9.997,0.095,15.675,0.063
11/1/1999,6.592,0.083,14.673,0.063
12/1/1999,4.565,0.085,14.13,0.064
1/1/2000,2.95,0.091,13.773,0.064
2/1/2000,4.184,0.093,14.266,0.065
3/1/2000,6.219,0.12,14.846,0.069
4/1/2000,9.552,0.075,15.762,0.062
5/1/2000,11.874,0.064,16.395,0.061
6/1/2000,14.06,0.1,17,0.067
7/1/2000,14.848,0.12,17.242,0.066
8/1/2000,14.519,0.086,17.243,0.063
9/1/2000,12.547,0.058,16.613,0.061
10/1/2000,9.486,0.047,15.588,0.06
11/1/2000,6.312,0.084,14.632,0.062
12/1/2000,3.863,0.064,13.968,0.062
1/1/2001,3.336,0.077,13.936,0.063
2/1/2001,3.72,0.109,14.179,0.067
3/1/2001,6.208,0.058,14.982,0.062
4/1/2001,9.245,0.098,15.808,0.066
5/1/2001,12.271,0.105,16.569,0.066
6/1/2001,14.11,0.085,17.151,0.063
7/1/2001,15.161,0.101,17.45,0.065
8/1/2001,14.427,0.115,17.294,0.068
9/1/2001,12.736,0.087,16.758,0.065
10/1/2001,9.935,0.073,15.831,0.064
11/1/2001,7.319,0.086,15.011,0.064
12/1/2001,4.507,0.055,14.241,0.062
1/1/2002,4.026,0.065,14.258,0.062
2/1/2002,4.704,0.078,14.505,0.065
3/1/2002,6.772,0.034,15.198,0.064
4/1/2002,9.229,0.049,15.818,0.062
5/1/2002,12.248,0.081,16.605,0.062
6/1/2002,14.084,0.052,17.11,0.06
7/1/2002,15.354,0.077,17.487,0.062
8/1/2002,14.56,0.067,17.328,0.061
9/1/2002,12.95,0.103,16.799,0.065
10/1/2002,9.988,0.079,15.859,0.062
11/1/2002,6.892,0.12,14.856,0.067
12/1/2002,4.038,0.064,14.127,0.063
1/1/2003,3.981,0.07,14.207,0.064
2/1/2003,4.085,0.097,14.359,0.065
3/1/2003,6.048,0.055,14.973,0.062
4/1/2003,9.154,0.074,15.774,0.063
5/1/2003,12.153,0.095,16.567,0.063
6/1/2003,14.017,0.135,17.104,0.068
7/1/2003,14.983,0.184,17.423,0.078
8/1/2003,14.691,0.089,17.402,0.063
9/1/2003,12.911,0.067,16.839,0.06
10/1/2003,10.424,0.085,15.997,0.063
11/1/2003,6.727,0.075,14.838,0.061
12/1/2003,5.133,0.062,14.436,0.062
1/1/2004,3.525,0.062,14.097,0.059
2/1/2004,4.499,0.104,14.488,0.065
3/1/2004,6.321,0.069,14.992,0.061
4/1/2004,9.249,0.057,15.811,0.061
5/1/2004,11.571,0.07,16.383,0.058
6/1/2004,13.889,0.097,17.006,0.063
7/1/2004,14.312,0.115,17.227,0.065
8/1/2004,14.188,0.104,17.266,0.063
9/1/2004,12.642,0.084,16.745,0.059
10/1/2004,10.127,0.091,15.889,0.061
11/1/2004,7.315,0.092,15.022,0.06
12/1/2004,4.257,0.056,14.161,0.06
1/1/2005,3.808,0.064,14.159,0.059
2/1/2005,3.92,0.115,14.293,0.067
3/1/2005,6.544,0.06,15.106,0.064
4/1/2005,9.618,0.052,15.978,0.061
5/1/2005,12.226,0.09,16.629,0.061
6/1/2005,14.476,0.083,17.248,0.062
7/1/2005,15.19,0.094,17.503,0.063
8/1/2005,14.51,0.078,17.375,0.059
9/1/2005,13.217,0.08,16.903,0.059
10/1/2005,10.601,0.064,16.025,0.059
11/1/2005,7.423,0.068,15.005,0.058
12/1/2005,4.878,0.054,14.327,0.058
1/1/2006,3.286,0.064,13.99,0.059
2/1/2006,4.43,0.118,14.435,0.066
3/1/2006,6.329,0.077,14.966,0.062
4/1/2006,9.055,0.089,15.729,0.061
5/1/2006,11.786,0.092,16.463,0.06
6/1/2006,14.443,0.093,17.216,0.06
7/1/2006,15.042,0.116,17.419,0.063
8/1/2006,14.913,0.107,17.479,0.061
9/1/2006,12.875,0.104,16.792,0.062
10/1/2006,10.289,0.077,15.935,0.06
11/1/2006,6.955,0.078,14.931,0.058
12/1/2006,4.987,0.065,14.407,0.06
1/1/2007,4.579,0.059,14.417,0.057
2/1/2007,4.221,0.077,14.408,0.059
3/1/2007,6.485,0.113,15.017,0.065
4/1/2007,9.823,0.109,15.93,0.062
5/1/2007,12.518,0.07,16.629,0.055
6/1/2007,14.309,0.072,17.168,0.056
7/1/2007,15.23,0.115,17.485,0.061
8/1/2007,14.752,0.113,17.339,0.061
9/1/2007,12.93,0.102,16.737,0.059
10/1/2007,10.332,0.1,15.867,0.06
11/1/2007,7.084,0.085,14.821,0.057
12/1/2007,4.523,0.059,14.11,0.057
1/1/2008,2.844,0.059,13.719,0.057
2/1/2008,3.576,0.068,14.061,0.059
3/1/2008,6.906,0.099,15.077,0.063
4/1/2008,9.295,0.083,15.735,0.058
5/1/2008,12.054,0.071,16.497,0.055
6/1/2008,14.145,0.097,17.077,0.058
7/1/2008,15.174,0.072,17.449,0.054
8/1/2008,14.377,0.113,17.282,0.06
9/1/2008,12.802,0.087,16.757,0.057
10/1/2008,10.399,0.078,15.931,0.056
11/1/2008,7.224,0.064,14.919,0.054
12/1/2008,4.385,0.056,14.151,0.056
1/1/2009,3.687,0.078,14.091,0.058
2/1/2009,4.094,0.083,14.267,0.06
3/1/2009,6.086,0.058,14.873,0.06
4/1/2009,9.367,0.084,15.819,0.059
5/1/2009,12.112,0.104,16.571,0.06
6/1/2009,14.201,0.074,17.26,0.057
7/1/2009,15.231,0.148,17.578,0.067
8/1/2009,14.655,0.109,17.427,0.06
9/1/2009,13.153,0.05,16.864,0.053
10/1/2009,10.136,0.075,15.91,0.056
11/1/2009,7.031,0.087,14.968,0.057
12/1/2009,4.31,0.081,14.298,0.06
1/1/2010,3.737,0.079,14.208,0.06
2/1/2010,4.399,0.08,14.517,0.061
3/1/2010,6.738,0.057,15.223,0.059
4/1/2010,9.671,0.087,16.039,0.06
5/1/2010,12.406,0.078,16.732,0.057
6/1/2010,14.421,0.086,17.271,0.057
7/1/2010,15.213,0.09,17.532,0.057
8/1/2010,14.768,0.112,17.412,0.061
9/1/2010,12.863,0.065,16.761,0.054
10/1/2010,10.442,0.07,15.939,0.057
11/1/2010,7.487,0.102,14.995,0.06
12/1/2010,4.292,0.095,14.117,0.06
1/1/2011,3.282,0.082,13.928,0.059
2/1/2011,3.743,0.067,14.193,0.059
3/1/2011,6.101,0.064,14.88,0.06
4/1/2011,9.483,0.046,15.832,0.056
5/1/2011,11.986,0.056,16.523,0.056
6/1/2011,14.37,0.082,17.203,0.058
7/1/2011,15.482,0.113,17.568,0.062
8/1/2011,15.012,0.091,17.475,0.059
9/1/2011,12.912,0.083,16.762,0.057
10/1/2011,10.352,0.087,15.873,0.059
11/1/2011,6.814,0.107,14.799,0.06
12/1/2011,4.655,0.106,14.198,0.063
1/1/2012,3.157,0.085,13.859,0.06
2/1/2012,3.628,0.102,14.164,0.063
3/1/2012,6.023,0.054,14.863,0.061
4/1/2012,9.676,0.055,15.881,0.059
5/1/2012,12.59,0.109,16.699,0.064
6/1/2012,14.492,0.078,17.252,0.06
7/1/2012,15.076,0.076,17.45,0.06
8/1/2012,14.72,0.069,17.42,0.06
9/1/2012,13.04,0.069,16.882,0.06
10/1/2012,10.428,0.098,16.019,0.063
11/1/2012,7.156,0.116,15.001,0.064
12/1/2012,4.102,0.09,14.138,0.064
1/1/2013,3.685,0.097,14.117,0.064
2/1/2013,4.222,0.093,14.359,0.065
3/1/2013,6.261,0.09,14.952,0.066
4/1/2013,9.044,0.098,15.749,0.065
5/1/2013,12.195,0.104,16.609,0.065
6/1/2013,14.568,0.09,17.257,0.062
7/1/2013,15.003,0.126,17.503,0.068
8/1/2013,14.742,0.129,17.462,0.068
9/1/2013,13.154,0.104,16.894,0.064
10/1/2013,10.256,0.077,15.905,0.062
11/1/2013,7.424,0.079,15.107,0.062
12/1/2013,4.724,0.085,14.339,0.065
1/1/2014,3.732,0.075,14.136,0.064
2/1/2014,3.5,0.068,14.157,0.065
3/1/2014,6.378,0.098,15.09,0.068
4/1/2014,9.589,0.111,16.038,0.069
5/1/2014,12.582,0.068,16.804,0.059
6/1/2014,14.335,0.096,17.303,0.064
7/1/2014,14.873,0.078,17.508,0.061
8/1/2014,14.875,0.115,17.607,0.064
9/1/2014,13.091,0.086,16.975,0.059
10/1/2014,10.33,0.076,16.029,0.059
11/1/2014,6.713,0.121,14.899,0.064
12/1/2014,4.85,0.09,14.41,0.062
1/1/2015,3.881,0.13,14.255,0.066
2/1/2015,4.664,0.121,14.564,0.067
3/1/2015,6.74,0.06,15.193,0.061
4/1/2015,9.313,0.088,15.962,0.061
5/1/2015,12.312,0.081,16.774,0.058
6/1/2015,14.505,0.068,17.39,0.057
7/1/2015,15.051,0.086,17.611,0.058
8/1/2015,14.755,0.072,17.589,0.057
9/1/2015,12.999,0.079,17.049,0.058
10/1/2015,10.801,0.102,16.29,0.062
11/1/2015,7.433,0.119,15.252,0.063
12/1/2015,5.518,0.1,14.774,0.062
